wd_deg,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct
0.0,6.346736332150749,6.158065190804237,0.18867114134651164,2.9727269492945165
22.5,5.150714103418484,4.797644533595851,0.35306956982263316,6.854769314187016
45.0,4.140645860778882,4.055002195665547,0.08564366511333521,2.0683648878203047
67.5,4.4206333966570215,4.103303964840662,0.31732943181635953,7.1783702321104235
90.0,5.113734617547788,4.781658649829987,0.3320759677178007,6.493805262758093
112.5,5.799439941264432,5.451287052244208,0.34815288902022434,6.003215699209702
135.0,6.9531999004301825,6.644295223190303,0.30890467723987935,4.4426261528993
157.5,7.891422284806706,7.377767025524048,0.5136552592826575,6.509032728759099
180.0,9.166686268976168,8.882800241159437,0.283886027816731,3.09693186268977
202.5,12.457860511468203,11.591840245928106,0.8660202655400973,6.951597063900932
225.0,14.931259837848232,14.68110237168953,0.2501574661587025,1.6753942324719002
247.5,14.705156695667414,13.602998047206931,1.1021586484604828,7.4950486504180684
270.0,13.482720548456077,12.684926334859115,0.797794213596962,5.917160492422417
292.5,11.457301279481053,10.702017867157751,0.7552834123233012,6.592158082426816
315.0,9.368488606156264,8.942716072232333,0.4257725339239311,4.544730231556726
337.5,7.5469847878396505,7.040984062749369,0.5060007250902814,6.704673976626973
